Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Order ID (Returns),Person,Postal Code,Product ID,Product Name,Quantity (bin),Region,Region (People),Returned,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,OrderUntilShip,Profit,Profit/1 client,Quantity,ROS,Sales,Sales/1 order
Office Supplies,New York City,United States,MR-17545,Mathew Reese,27/08/17,US-2017-139465,,Chuck Magee,10024,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,5,East,East,,1798,Home Office,30/08/17,First Class,New York,Binders,0.2,1,3,11.565,11.565,6,0.3125,37.008,37.008
Office Supplies,New York City,United States,MR-17545,Mathew Reese,27/08/17,US-2017-139465,,Chuck Magee,10024,OFF-ST-10002352,Iris Project Case,7,East,East,,1796,Home Office,30/08/17,First Class,New York,Storage,0,1,3,16.5984,16.5984,8,0.26,63.84,63.84
Technology,New York City,United States,MR-17545,Mathew Reese,27/08/17,US-2017-139465,,Chuck Magee,10024,TEC-PH-10000455,GE 30522EE2,2,East,East,,1797,Home Office,30/08/17,First Class,New York,Phones,0,1,3,100.9113,100.9113,3,0.29,347.97,347.97
Office Supplies,Port Saint Lucie,United States,ST-20530,Shui Tom,27/08/17,CA-2017-101273,CA-2017-101273,Cassandra Brandow,34952,OFF-AP-10000804,Hoover Portapower Portable Vacuum,4,South,South,Yes,8576,Consumer,30/08/17,Second Class,Florida,Appliances,0.2,1,3,0.896,0.896,4,0.0625,14.336,14.336
Furniture,Mesa,United States,SF-20200,Sarah Foster,27/08/17,CA-2017-163097,,Anna Andreadi,85204,FUR-FU-10004973,Flat Face Poster Frame,7,West,West,,9386,Consumer,31/08/17,Standard Class,Arizona,Furnishings,0.2,1,4,33.1584,33.1584,8,0.275,120.576,120.576
Furniture,Franklin,United States,AR-10405,Allen Rosenblatt,27/08/17,US-2017-134481,,Chuck Magee,2038,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5,East,East,,378,Corporate,01/09/17,Standard Class,Massachusetts,Tables,0.3,1,5,-297.6848,-297.6848,7,-0.2,"1,488.42","1,488.42"
Office Supplies,Franklin,United States,DK-12895,Dana Kaydos,27/08/17,CA-2017-133501,,Cassandra Brandow,37064,OFF-PA-10004888,Xerox 217,0,South,South,,4340,Consumer,01/09/17,Standard Class,Tennessee,Paper,0.2,1,5,1.8144,1.8144,1,0.35,5.184,5.184
Office Supplies,Chicago,United States,SC-20305,Sean Christensen,28/08/17,CA-2017-146920,,Kelly Williams,60623,OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),4,Central,Central,,3924,Consumer,01/09/17,Standard Class,Illinois,Paper,0.2,1,4,9.352,9.352,5,0.35,26.72,26.72
Office Supplies,Chicago,United States,SC-20305,Sean Christensen,28/08/17,CA-2017-146920,,Kelly Williams,60623,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5,Central,Central,,3923,Consumer,01/09/17,Standard Class,Illinois,Paper,0.2,1,4,7.92,7.92,6,0.3125,25.344,25.344
Office Supplies,Milwaukee,United States,MG-17650,Matthew Grinstein,28/08/17,US-2017-169502,,Kelly Williams,53209,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,4,Central,Central,,4599,Home Office,01/09/17,Standard Class,Wisconsin,Appliances,0,1,4,26.564,26.564,5,0.29,91.6,91.6
Office Supplies,Milwaukee,United States,MG-17650,Matthew Grinstein,28/08/17,US-2017-169502,,Kelly Williams,53209,OFF-SU-10004115,Acme Stainless Steel Office Snips,2,Central,Central,,4598,Home Office,01/09/17,Standard Class,Wisconsin,Supplies,0,1,4,5.8887,5.8887,3,0.27,21.81,21.81
Furniture,Seattle,United States,KN-16705,Kristina Nunn,28/08/17,CA-2017-126067,,Anna Andreadi,98105,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4,West,West,,2484,Home Office,03/09/17,Standard Class,Washington,Tables,0,1,6,250.305,250.305,5,0.22,"1,137.75","1,137.75"
Office Supplies,Seattle,United States,KN-16705,Kristina Nunn,28/08/17,CA-2017-126067,,Anna Andreadi,98105,OFF-AR-10003856,Newell 344,2,West,West,,2486,Home Office,03/09/17,Standard Class,Washington,Art,0,1,6,1.4456,1.4456,2,0.26,5.56,5.56
Office Supplies,Seattle,United States,KN-16705,Kristina Nunn,28/08/17,CA-2017-126067,,Anna Andreadi,98105,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,4,West,West,,2485,Home Office,03/09/17,Standard Class,Washington,Binders,0.2,1,6,32.396,32.396,5,0.325,99.68,99.68
Technology,Seattle,United States,KN-16705,Kristina Nunn,28/08/17,CA-2017-126067,,Anna Andreadi,98105,TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,4,West,West,,2483,Home Office,03/09/17,Standard Class,Washington,Phones,0.2,1,6,11.4296,11.4296,4,0.325,35.168,35.168
Office Supplies,Quincy,United States,CP-12085,Cathy Prescott,29/08/17,CA-2017-144064,CA-2017-144064,Kelly Williams,62301,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,9,Central,Central,Yes,1944,Corporate,01/09/17,First Class,Illinois,Binders,0.8,1,3,-5.184,-5.184,9,-1.6,3.24,3.24
Office Supplies,Quincy,United States,CP-12085,Cathy Prescott,29/08/17,CA-2017-144064,CA-2017-144064,Kelly Williams,62301,OFF-LA-10004544,Avery 505,4,Central,Central,Yes,1942,Corporate,01/09/17,First Class,Illinois,Labels,0.2,1,3,17.76,17.76,4,0.375,47.36,47.36
Office Supplies,Quincy,United States,CP-12085,Cathy Prescott,29/08/17,CA-2017-144064,CA-2017-144064,Kelly Williams,62301,OFF-ST-10004507,Advantus Rolling Storage Box,2,Central,Central,Yes,1943,Corporate,01/09/17,First Class,Illinois,Storage,0.2,1,3,2.401,2.401,2,0.0875,27.44,27.44
Office Supplies,Philadelphia,United States,MD-17860,Michael Dominguez,29/08/17,CA-2017-104024,,Chuck Magee,19134,OFF-AR-10001972,Newell 323,5,East,East,,4238,Corporate,03/09/17,Second Class,Pennsylvania,Art,0.2,1,5,0.7056,0.7056,7,0.075,9.408,9.408
Furniture,Los Angeles,United States,RW-19540,Rick Wilson,29/08/17,CA-2017-101014,,Anna Andreadi,90049,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,2,West,West,,8116,Corporate,04/09/17,Standard Class,California,Furnishings,0,1,6,41.4456,41.4456,3,0.28,148.02,148.02
Furniture,Spokane,United States,BW-11110,Bart Watters,31/08/17,CA-2017-154074,CA-2017-154074,Anna Andreadi,99207,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2,West,West,Yes,6406,Corporate,02/09/17,Second Class,Washington,Chairs,0.2,1,2,7.1196,7.1196,2,0.0125,569.568,569.568
Office Supplies,Spokane,United States,BW-11110,Bart Watters,31/08/17,CA-2017-154074,CA-2017-154074,Anna Andreadi,99207,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",5,West,West,Yes,6407,Corporate,02/09/17,Second Class,Washington,Storage,0,1,2,43.4217,43.4217,7,0.29,149.73,149.73
Office Supplies,Fayetteville,United States,RL-19615,Rob Lucas,31/08/17,US-2017-135062,,Cassandra Brandow,28314,OFF-PA-10000100,Xerox 1945,5,South,South,,2842,Consumer,04/09/17,Second Class,North Carolina,Paper,0.2,1,4,83.2097,83.2097,7,0.3625,229.544,229.544
Office Supplies,San Francisco,United States,AW-10930,Arthur Wiediger,31/08/17,CA-2017-107321,,Anna Andreadi,94110,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,2,West,West,,4990,Home Office,04/09/17,Standard Class,California,Binders,0.2,1,4,2.1684,2.1684,3,0.325,6.672,6.672
Technology,San Francisco,United States,AW-10930,Arthur Wiediger,31/08/17,CA-2017-107321,,Anna Andreadi,94110,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,4,West,West,,4991,Home Office,04/09/17,Standard Class,California,Phones,0.2,1,4,77.5584,77.5584,4,0.1125,689.408,689.408
Office Supplies,Tempe,United States,JF-15490,Jeremy Farry,31/08/17,CA-2017-159884,,Anna Andreadi,85281,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,2,West,West,,1533,Consumer,05/09/17,Standard Class,Arizona,Fasteners,0.2,1,5,2.7222,2.7222,3,0.325,8.376,8.376
Office Supplies,Tempe,United States,JF-15490,Jeremy Farry,31/08/17,CA-2017-159884,,Anna Andreadi,85281,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",0,West,West,,1532,Consumer,05/09/17,Standard Class,Arizona,Storage,0.2,1,5,0.8058,0.8058,1,0.075,10.744,10.744
Office Supplies,San Francisco,United States,MS-17770,Maxwell Schwartz,31/08/17,CA-2017-132619,,Anna Andreadi,94109,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,2,West,West,,9664,Consumer,05/09/17,Standard Class,California,Storage,0,1,5,9.6975,9.6975,3,0.05,193.95,193.95
Office Supplies,Lawrence,United States,AJ-10945,Ashley Jarboe,31/08/17,CA-2017-133004,,Kelly Williams,46226,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,9,Central,Central,,3655,Consumer,05/09/17,Standard Class,Indiana,Appliances,0,1,5,166.0698,166.0698,9,0.26,638.73,638.73
Office Supplies,Salem,United States,MG-17890,Michael Granlund,31/08/17,CA-2017-127712,,Anna Andreadi,97301,OFF-SU-10002522,Acme Kleen Earth Office Shears,2,West,West,,7064,Home Office,05/09/17,Standard Class,Oregon,Supplies,0.2,1,5,0.6984,0.6984,2,0.1125,6.208,6.208
Technology,Monroe,United States,BG-11035,Barry Gonzalez,31/08/17,CA-2017-117198,,Cassandra Brandow,71203,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2,South,South,,5610,Consumer,05/09/17,Standard Class,Louisiana,Accessories,0,1,5,217.767,217.767,2,0.33,659.9,659.9
Furniture,Detroit,United States,CA-12775,Cynthia Arntzen,01/09/17,CA-2017-145653,,Kelly Williams,48205,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,5,Central,Central,,5220,Consumer,01/09/17,Same Day,Michigan,Chairs,0,1,0,134.5302,134.5302,7,0.27,498.26,498.26
Furniture,Seattle,United States,RW-19540,Rick Wilson,01/09/17,CA-2017-128041,,Anna Andreadi,98103,FUR-TA-10002607,KI Conference Tables,4,West,West,,9032,Corporate,01/09/17,Same Day,Washington,Tables,0,1,0,45.3696,45.3696,4,0.16,283.56,283.56
Office Supplies,Seattle,United States,RW-19540,Rick Wilson,01/09/17,CA-2017-128041,,Anna Andreadi,98103,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,4,West,West,,9031,Corporate,01/09/17,Same Day,Washington,Appliances,0,1,0,103.818,103.818,4,0.33,314.6,314.6
Furniture,New York City,United States,BN-11515,Bradley Nguyen,01/09/17,CA-2017-131625,,Chuck Magee,10009,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",4,East,East,,3231,Consumer,05/09/17,Second Class,New York,Furnishings,0,1,4,39.066,39.066,5,0.34,114.9,114.9
Office Supplies,Redmond,United States,SS-20875,Sung Shariari,01/09/17,CA-2017-107909,,Anna Andreadi,98052,OFF-BI-10003476,Avery Metallic Poly Binders,4,West,West,,4333,Consumer,06/09/17,Standard Class,Washington,Binders,0.2,1,5,8.022,8.022,5,0.35,22.92,22.92
Technology,Redmond,United States,SS-20875,Sung Shariari,01/09/17,CA-2017-107909,,Anna Andreadi,98052,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,0,West,West,,4332,Consumer,06/09/17,Standard Class,Washington,Accessories,0,1,5,6.7966,6.7966,1,0.34,19.99,19.99
Office Supplies,Seattle,United States,CK-12325,Christine Kargatis,01/09/17,US-2017-135230,,Anna Andreadi,98103,OFF-AR-10001166,Staples in misc. colors,0,West,West,,4723,Home Office,07/09/17,Standard Class,Washington,Art,0,1,6,2.9562,2.9562,1,0.39,7.58,7.58
Furniture,Seattle,United States,SU-20665,Stephanie Ulpright,02/09/17,CA-2017-111388,,Anna Andreadi,98103,FUR-CH-10003061,"Global Leather Task Chair, Black",2,West,West,,9262,Home Office,02/09/17,Same Day,Washington,Chairs,0.2,1,0,-2.6997,-2.6997,3,-0.0125,215.976,215.976
Office Supplies,Fort Collins,United States,LW-17215,Luke Weiss,02/09/17,CA-2017-102218,,Anna Andreadi,80525,OFF-LA-10002475,Avery 519,2,West,West,,9284,Consumer,04/09/17,Second Class,Colorado,Labels,0.2,1,2,3.9474,3.9474,2,0.3375,11.696,11.696
Furniture,Los Angeles,United States,MH-17290,Marc Harrigan,02/09/17,CA-2017-169327,CA-2017-169327,Anna Andreadi,90008,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,4,West,West,Yes,9848,Home Office,04/09/17,Second Class,California,Furnishings,0,1,2,132.99,132.99,5,0.26,511.5,511.5
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,02/09/17,CA-2017-169327,CA-2017-169327,Anna Andreadi,90008,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",4,West,West,Yes,9847,Home Office,04/09/17,Second Class,California,Appliances,0,1,2,11.206,11.206,5,0.26,43.1,43.1
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,02/09/17,CA-2017-169327,CA-2017-169327,Anna Andreadi,90008,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",4,West,West,Yes,9849,Home Office,04/09/17,Second Class,California,Binders,0.2,1,2,46.225,46.225,5,0.3125,147.92,147.92
Furniture,Los Angeles,United States,JL-15235,Janet Lee,02/09/17,US-2017-163657,,Anna Andreadi,90049,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,2,West,West,,7441,Consumer,06/09/17,Standard Class,California,Tables,0.2,1,4,-2.9566,-2.9566,2,-0.0125,236.528,236.528
Furniture,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,4,East,East,,1954,Corporate,06/09/17,Standard Class,New York,Chairs,0.1,1,4,213.735,213.735,5,0.166666667,"1,282.41","1,282.41"
Furniture,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,FUR-FU-10001196,DAX Cubicle Frames - 8x10,2,East,East,,1948,Corporate,06/09/17,Standard Class,New York,Furnishings,0,1,4,3.462,3.462,2,0.3,11.54,11.54
Furniture,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,0,East,East,,1949,Corporate,06/09/17,Standard Class,New York,Tables,0.4,1,4,-93.3262,-93.3262,1,-0.366666667,254.526,254.526
Office Supplies,Los Angeles,United States,JL-15235,Janet Lee,02/09/17,US-2017-163657,,Anna Andreadi,90049,OFF-BI-10000138,Acco Translucent Poly Ring Binders,4,West,West,,7440,Consumer,06/09/17,Standard Class,California,Binders,0.2,1,4,6.552,6.552,5,0.35,18.72,18.72
Office Supplies,Henderson,United States,AH-10210,Alan Hwang,02/09/17,CA-2017-146983,,Cassandra Brandow,42420,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,2,South,South,,9274,Consumer,06/09/17,Standard Class,Kentucky,Binders,0,1,4,757.4112,757.4112,3,0.48,"1,577.94","1,577.94"
Office Supplies,Philadelphia,United States,RK-19300,Ralph Kennedy,02/09/17,CA-2017-114216,,Chuck Magee,19140,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",2,East,East,,933,Consumer,06/09/17,Standard Class,Pennsylvania,Paper,0.2,1,4,4.1148,4.1148,3,0.3375,12.192,12.192
Office Supplies,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,0,East,East,,1950,Corporate,06/09/17,Standard Class,New York,Appliances,0,1,4,3.7642,3.7642,1,0.29,12.98,12.98
Office Supplies,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,2,East,East,,1955,Corporate,06/09/17,Standard Class,New York,Art,0,1,4,2.214,2.214,3,0.45,4.92,4.92
Office Supplies,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,OFF-AR-10000658,Newell 324,2,East,East,,1947,Corporate,06/09/17,Standard Class,New York,Art,0,1,4,6.468,6.468,2,0.28,23.1,23.1
Office Supplies,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",7,East,East,,1951,Corporate,06/09/17,Standard Class,New York,Binders,0.2,1,4,8.9208,8.9208,8,0.3375,26.432,26.432
Office Supplies,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,OFF-LA-10001641,Avery 518,5,East,East,,1953,Corporate,06/09/17,Standard Class,New York,Labels,0,1,4,9.072,9.072,6,0.48,18.9,18.9
Office Supplies,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,OFF-PA-10003893,Xerox 1962,4,East,East,,1958,Corporate,06/09/17,Standard Class,New York,Paper,0,1,4,7.704,7.704,4,0.45,17.12,17.12
Technology,Chicago,United States,MC-18100,Mick Crebagga,02/09/17,CA-2017-113075,,Kelly Williams,60623,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,2,Central,Central,,7223,Consumer,06/09/17,Standard Class,Illinois,Accessories,0.2,1,4,-7.119,-7.119,3,-0.175,40.68,40.68
Technology,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,2,East,East,,1957,Corporate,06/09/17,Standard Class,New York,Accessories,0,1,4,40.3128,40.3128,3,0.24,167.97,167.97
Technology,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,2,East,East,,1956,Corporate,06/09/17,Standard Class,New York,Accessories,0,1,4,38.08,38.08,2,0.16,238,238
Technology,New York City,United States,AC-10615,Ann Chong,02/09/17,CA-2017-157987,,Chuck Magee,10009,TEC-PH-10003885,Cisco SPA508G,2,East,East,,1952,Corporate,06/09/17,Standard Class,New York,Phones,0,1,4,57.4113,57.4113,3,0.29,197.97,197.97
Office Supplies,San Francisco,United States,PF-19225,Phillip Flathmann,02/09/17,CA-2017-110380,,Anna Andreadi,94122,OFF-AR-10000422,Pencil and Crayon Sharpener,2,West,West,,1266,Consumer,07/09/17,Standard Class,California,Art,0,1,5,1.7739,1.7739,3,0.27,6.57,6.57
Office Supplies,Meriden,United States,TB-21055,Ted Butterfield,02/09/17,CA-2017-145037,,Chuck Magee,6450,OFF-PA-10002499,Xerox 1890,2,East,East,,6682,Consumer,07/09/17,Second Class,Connecticut,Paper,0,1,5,73.41,73.41,3,0.5,146.82,146.82
Office Supplies,Meriden,United States,TB-21055,Ted Butterfield,02/09/17,CA-2017-145037,,Chuck Magee,6450,OFF-PA-10000157,Xerox 191,4,East,East,,6681,Consumer,07/09/17,Second Class,Connecticut,Paper,0,1,5,37.5624,37.5624,4,0.47,79.92,79.92
Office Supplies,Meriden,United States,TB-21055,Ted Butterfield,02/09/17,CA-2017-145037,,Chuck Magee,6450,OFF-ST-10000918,Crate-A-Files,0,East,East,,6680,Consumer,07/09/17,Second Class,Connecticut,Storage,0,1,5,2.834,2.834,1,0.26,10.9,10.9
Office Supplies,Jackson,United States,BE-11335,Bill Eplett,02/09/17,CA-2017-137596,,Kelly Williams,49201,OFF-ST-10003816,Fellowes High-Stak Drawer Files,2,Central,Central,,912,Home Office,07/09/17,Standard Class,Michigan,Storage,0,1,5,81.0474,81.0474,2,0.23,352.38,352.38
Technology,Jackson,United States,BE-11335,Bill Eplett,02/09/17,CA-2017-137596,,Kelly Williams,49201,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,5,Central,Central,,911,Home Office,07/09/17,Standard Class,Michigan,Accessories,0,1,5,829.3754,829.3754,7,0.43,"1,928.78","1,928.78"
Technology,Jackson,United States,BE-11335,Bill Eplett,02/09/17,CA-2017-137596,,Kelly Williams,49201,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,4,Central,Central,,910,Home Office,07/09/17,Standard Class,Michigan,Phones,0,1,5,323.946,323.946,4,0.27,"1,199.80","1,199.80"
Furniture,Cleveland,United States,Dl-13600,Dorris liebe,02/09/17,CA-2017-114552,,Chuck Magee,44105,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",2,East,East,,702,Corporate,08/09/17,Standard Class,Ohio,Furnishings,0.2,1,6,4.1448,4.1448,3,0.275,15.072,15.072
Office Supplies,Bakersfield,United States,AW-10840,Anthony Witt,02/09/17,CA-2017-123001,,Anna Andreadi,93309,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",4,West,West,,3934,Consumer,08/09/17,Standard Class,California,Art,0,1,6,2.726,2.726,5,0.29,9.4,9.4
Office Supplies,Bakersfield,United States,AW-10840,Anthony Witt,02/09/17,CA-2017-123001,,Anna Andreadi,93309,OFF-LA-10004544,Avery 505,4,West,West,,3935,Consumer,08/09/17,Standard Class,California,Labels,0,1,6,37,37,5,0.5,74,74
Office Supplies,Chicago,United States,JS-15595,Jill Stevenson,02/09/17,CA-2017-111220,,Kelly Williams,60653,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,2,Central,Central,,6904,Corporate,08/09/17,Standard Class,Illinois,Appliances,0.8,1,6,-15.0876,-15.0876,2,-2.7,5.588,5.588
Office Supplies,Chicago,United States,JS-15595,Jill Stevenson,02/09/17,CA-2017-111220,,Kelly Williams,60653,OFF-FA-10002280,Advantus Plastic Paper Clips,4,Central,Central,,6903,Corporate,08/09/17,Standard Class,Illinois,Fasteners,0.2,1,6,5.6,5.6,4,0.35,16,16
Office Supplies,Chicago,United States,JS-15595,Jill Stevenson,02/09/17,CA-2017-111220,,Kelly Williams,60653,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",4,Central,Central,,6905,Corporate,08/09/17,Standard Class,Illinois,Storage,0.2,1,6,-44.235,-44.235,5,-0.1875,235.92,235.92
Technology,Bakersfield,United States,AW-10840,Anthony Witt,02/09/17,CA-2017-123001,,Anna Andreadi,93309,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,2,West,West,,3936,Consumer,08/09/17,Standard Class,California,Phones,0.2,1,6,12.599,12.599,2,0.0625,201.584,201.584
Furniture,New York City,United States,KB-16405,Katrina Bavinger,03/09/17,CA-2017-161067,,Chuck Magee,10035,FUR-CH-10004860,Global Low Back Tilter Chair,2,East,East,,5828,Home Office,06/09/17,Second Class,New York,Chairs,0.1,1,3,-8.0784,-8.0784,2,-0.044444444,181.764,181.764
Furniture,New York City,United States,KB-16405,Katrina Bavinger,03/09/17,CA-2017-161067,,Chuck Magee,10035,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,0,East,East,,5827,Home Office,06/09/17,Second Class,New York,Chairs,0.1,1,3,14.1246,14.1246,1,0.155555556,90.801,90.801
Office Supplies,New York City,United States,KB-16405,Katrina Bavinger,03/09/17,CA-2017-161067,,Chuck Magee,10035,OFF-AR-10003251,Prang Drawing Pencil Set,2,East,East,,5829,Home Office,06/09/17,Second Class,New York,Art,0,1,3,2.224,2.224,2,0.4,5.56,5.56
Office Supplies,New York City,United States,KB-16405,Katrina Bavinger,03/09/17,CA-2017-161067,,Chuck Magee,10035,OFF-PA-10000418,Xerox 189,4,East,East,,5826,Home Office,06/09/17,Second Class,New York,Paper,0,1,3,201.312,201.312,4,0.48,419.4,419.4
Furniture,Concord,United States,JK-15730,Joe Kamberova,03/09/17,US-2017-153255,,Anna Andreadi,94521,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",2,West,West,,5859,Consumer,07/09/17,Second Class,California,Bookcases,0.15,1,4,14.098,14.098,2,0.058823529,239.666,239.666
Office Supplies,Palm Coast,United States,AP-10915,Arthur Prichep,03/09/17,CA-2017-146136,,Cassandra Brandow,32137,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",4,South,South,,712,Consumer,07/09/17,Standard Class,Florida,Envelopes,0.2,1,4,8.8624,8.8624,4,0.3625,24.448,24.448
Office Supplies,Chicago,United States,MY-18295,Muhammed Yedwab,03/09/17,CA-2017-167626,,Kelly Williams,60623,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",2,Central,Central,,7322,Corporate,07/09/17,Standard Class,Illinois,Paper,0.2,1,4,3.339,3.339,3,0.375,8.904,8.904
Technology,Chicago,United States,MY-18295,Muhammed Yedwab,03/09/17,CA-2017-167626,,Kelly Williams,60623,TEC-AC-10004353,Hypercom P1300 Pinpad,2,Central,Central,,7323,Corporate,07/09/17,Standard Class,Illinois,Accessories,0.2,1,4,21.42,21.42,2,0.2125,100.8,100.8
Office Supplies,Chicago,United States,EP-13915,Emily Phan,03/09/17,US-2017-122637,,Kelly Williams,60653,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",5,Central,Central,,537,Consumer,08/09/17,Second Class,Illinois,Binders,0.8,1,5,-68.1856,-68.1856,7,-1.6,42.616,42.616
Office Supplies,San Francisco,United States,AG-10300,Aleksandra Gannaway,03/09/17,CA-2017-161823,,Anna Andreadi,94122,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2,West,West,,3587,Corporate,08/09/17,Standard Class,California,Art,0,1,5,1.6688,1.6688,2,0.28,5.96,5.96
Office Supplies,La Mesa,United States,SC-20050,Sample Company A,03/09/17,CA-2017-123022,,Anna Andreadi,91941,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",4,West,West,,5636,Home Office,08/09/17,Standard Class,California,Binders,0.2,1,5,28.896,28.896,5,0.35,82.56,82.56
Technology,La Mesa,United States,SC-20050,Sample Company A,03/09/17,CA-2017-123022,,Anna Andreadi,91941,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,2,West,West,,5637,Home Office,08/09/17,Standard Class,California,Accessories,0,1,5,85.491,85.491,3,0.3,284.97,284.97
Furniture,Dallas,United States,AG-10900,Arthur Gainer,03/09/17,CA-2017-161557,CA-2017-161557,Kelly Williams,75217,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,4,Central,Central,Yes,6351,Consumer,08/09/17,Standard Class,Texas,Furnishings,0.6,1,5,-105.69,-105.69,5,-0.975,108.4,108.4
Office Supplies,Redmond,United States,AS-10045,Aaron Smayling,04/09/17,US-2017-147655,,Anna Andreadi,97756,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",5,West,West,,9129,Corporate,05/09/17,First Class,Oregon,Binders,0.7,1,1,-58.716,-58.716,7,-0.666666667,88.074,88.074
Office Supplies,Apple Valley,United States,KB-16405,Katrina Bavinger,04/09/17,CA-2017-101182,,Anna Andreadi,92307,OFF-PA-10001800,Xerox 220,2,West,West,,3080,Home Office,05/09/17,First Class,California,Paper,0,1,1,6.2208,6.2208,2,0.48,12.96,12.96
